	masse_B
t	x	y	θr	θv	θa
9.733333E0	-1.183047E-1	-5.419012E-1	-1.023153E2	1.601165E2	1.540693E2
9.766667E0	-1.281037E-1	-5.382232E-1	-1.033880E2	1.603653E2	1.609098E2
9.800000E0	-1.395024E-1	-5.343386E-1	-1.046319E2	1.606440E2	1.507990E2
9.833333E0	-1.512393E-1	-5.300959E-1	-1.059237E2	1.591552E2	1.369125E2
9.866667E0	-1.630802E-1	-5.253612E-1	-1.072451E2	1.577242E2	1.370794E2
9.900000E0	-1.765672E-1	-5.197207E-1	-1.087644E2	1.555308E2	1.348749E2
9.933333E0	-1.910062E-1	-5.126527E-1	-1.104346E2	1.527924E2	1.266001E2
9.966667E0	-2.068110E-1	-5.041723E-1	-1.123034E2	1.509222E2	1.270030E2
1.000000E1	-2.227707E-1	-4.949889E-1	-1.142302E2	1.485301E2	1.249713E2
1.003333E1	-2.408523E-1	-4.833364E-1	-1.164876E2	1.464785E2	1.154219E2
1.006667E1	-2.593057E-1	-4.707873E-1	-1.188456E2	1.436451E2	9.003072E1
1.010000E1	-2.779370E-1	-4.560402E-1	-1.213605E2	1.402304E2	8.195034E1
1.013333E1	-2.959323E-1	-4.403040E-1	-1.239054E2	1.368041E2	7.652478E1
1.016667E1	-3.138634E-1	-4.223079E-1	-1.266201E2	1.336060E2	7.098610E1
1.020000E1	-3.312236E-1	-4.032522E-1	-1.293990E2	1.312623E2	6.038061E1
1.023333E1	-3.479306E-1	-3.834785E-1	-1.322175E2	1.281845E2	5.105090E1
1.026667E1	-3.638632E-1	-3.617517E-1	-1.351667E2	1.236832E2	4.034698E1
1.030000E1	-3.776920E-1	-3.388247E-1	-1.381050E2	1.202971E2	1.526220E-1
1.033333E1	-3.907801E-1	-3.156835E-1	-1.410677E2	1.179591E2	-3.328412E0
1.036667E1	-4.014588E-1	-2.940488E-1	-1.437791E2	1.144679E2	2.985098E0
1.040000E1	-4.112623E-1	-2.706727E-1	-1.466490E2	1.122064E2	-1.924212E1
1.043333E1	-4.201907E-1	-2.481624E-1	-1.494341E2	1.095054E2	-3.253461E1
1.046667E1	-4.264527E-1	-2.277893E-1	-1.518911E2	1.060201E2	-2.258912E1
1.050000E1	-4.320431E-1	-2.068827E-1	-1.544127E2	1.037445E2	1.101852E1
1.053333E1	-4.365199E-1	-1.866308E-1	-1.568512E2	1.013743E2	9.651984E0
1.056667E1	-4.403967E-1	-1.653574E-1	-1.594202E2	9.884271E1	7.729440E-1
1.060000E1	-4.430871E-1	-1.444174E-1	-1.619474E2	9.576431E1	-1.091971E1
1.063333E1	-4.445766E-1	-1.239506E-1	-1.644212E2	9.246628E1	-1.213626E-2
1.066667E1	-4.448602E-1	-1.032496E-1	-1.669333E2	8.863493E1	1.158942E0
1.070000E1	-4.435871E-1	-8.242764E-2	-1.694733E2	8.479901E1	-5.094699E0
1.073333E1	-4.410987E-1	-6.192511E-2	-1.720086E2	8.077074E1	-2.109950E1
1.076667E1	-4.369392E-1	-4.151473E-2	-1.745725E2	7.644358E1	-1.442815E1
1.080000E1	-4.316015E-1	-2.253739E-2	-1.770108E2	7.228104E1	1.265940E0
1.083333E1	-4.245220E-1	-2.651092E-3	-1.796422E2	6.855446E1	6.185958E0
1.086667E1	-4.159047E-1	1.742257E-2	1.776012E2	6.477379E1	-2.307288E1
1.090000E1	-4.058903E-1	3.689646E-2	1.748059E2	6.073597E1	-4.969812E1
1.093333E1	-3.948043E-1	5.507840E-2	1.720580E2	5.542431E1	-5.452818E1
1.096667E1	-3.825055E-1	7.082549E-2	1.695098E2	5.169095E1	-5.543451E1
1.100000E1	-3.697401E-1	8.680499E-2	1.667878E2	4.920218E1	-4.129956E1
1.103333E1	-3.563275E-1	1.011552E-1	1.641517E2	4.514300E1	-6.221808E1
1.106667E1	-3.414868E-1	1.151996E-1	1.613583E2	4.240866E1	-7.278776E1
1.110000E1	-3.274389E-1	1.275422E-1	1.587184E2	3.881619E1	-8.760049E1
1.113333E1	-3.123570E-1	1.386342E-1	1.560668E2	3.519239E1	-9.087139E1
1.116667E1	-2.978287E-1	1.484240E-1	1.535105E2	3.286294E1	-1.172628E2
1.120000E1	-2.835676E-1	1.572324E-1	1.509925E2	2.979024E1	-1.137113E2
1.123333E1	-2.709224E-1	1.638273E-1	1.488386E2	2.511226E1	-1.033661E2
1.126667E1	-2.580068E-1	1.692127E-1	1.467413E2	2.031321E1	-9.076771E1
1.130000E1	-2.451284E-1	1.733755E-1	1.447288E2	1.544658E1	-1.132757E2
1.133333E1	-2.325226E-1	1.762545E-1	1.428375E2	1.152223E1	-1.101965E2
1.136667E1	-2.212039E-1	1.782527E-1	1.411371E2	6.585164E0	-1.086763E2
1.140000E1	-2.091164E-1	1.789565E-1	1.394439E2	2.702955E0	-9.501132E1
1.143333E1	-1.979537E-1	1.793504E-1	1.378227E2	-5.055601E-1	-1.299766E2
1.146667E1	-1.864135E-1	1.787562E-1	1.362013E2	-3.272569E0	-1.381380E2
1.150000E1	-1.760700E-1	1.780991E-1	1.346718E2	-6.735719E0	-1.570786E2
1.153333E1	-1.666546E-1	1.764226E-1	1.333691E2	-1.047287E1	-1.575683E2
1.156667E1	-1.582679E-1	1.748084E-1	1.321571E2	-1.222859E1	-1.579952E2
1.160000E1	-1.503779E-1	1.728949E-1	1.310156E2	-1.677518E1	-1.616824E2
1.163333E1	-1.433379E-1	1.703078E-1	1.300853E2	-1.913074E1	-1.756424E2
1.166667E1	-1.369367E-1	1.682324E-1	1.291447E2	-2.054571E1	1.622824E2
1.170000E1	-1.314573E-1	1.658550E-1	1.284005E2	-2.101819E1	1.602005E2
1.173333E1	-1.266417E-1	1.642768E-1	1.276288E2	-1.911555E1	1.629602E2
1.176667E1	-1.236757E-1	1.631580E-1	1.271626E2	-2.530042E1	1.729699E2
1.180000E1	-1.215037E-1	1.618480E-1	1.268966E2	-3.076370E1	1.745679E2
1.183333E1	-1.196881E-1	1.607843E-1	1.266640E2	-4.218316E1	1.713506E2
1.186667E1	-1.192427E-1	1.597990E-1	1.267304E2	-7.917581E1	1.582262E2
1.190000E1	-1.193273E-1	1.588973E-1	1.269055E2	-9.262961E1	1.084232E2
1.193333E1	-1.192973E-1	1.586109E-1	1.269482E2	-8.404054E1	8.074363E1
1.196667E1	-1.192780E-1	1.584252E-1	1.269760E2	-8.155078E1	-1.009674E2
1.200000E1	-1.192374E-1	1.582081E-1	1.270044E2	-9.193634E1	-9.729296E1
1.203333E1	-1.193106E-1	1.574596E-1	1.271520E2	-9.402233E1	-1.653452E2
1.206667E1	-1.193454E-1	1.566731E-1	1.272983E2	-1.256092E2	1.507153E2
1.210000E1	-1.201752E-1	1.562525E-1	1.275642E2	-1.639300E2	1.445703E2
1.213333E1	-1.212720E-1	1.561181E-1	1.278399E2	-1.616064E2	3.178331E1
1.216667E1	-1.218746E-1	1.556874E-1	1.280544E2	-1.580210E2	2.576514E1
1.220000E1	-1.228345E-1	1.554874E-1	1.283086E2	-1.705652E2	5.945012E1
1.223333E1	-1.233177E-1	1.554476E-1	1.284252E2	-1.582631E2	-8.642642E1
1.226667E1	-1.241411E-1	1.549665E-1	1.286976E2	-1.569157E2	1.716804E2
1.230000E1	-1.249172E-1	1.547659E-1	1.289083E2	-1.737574E2	1.493291E2
1.233333E1	-1.263645E-1	1.547233E-1	1.292390E2	1.771415E2	1.629646E2
1.236667E1	-1.281397E-1	1.549268E-1	1.295941E2	1.728201E2	1.640412E2
1.240000E1	-1.310846E-1	1.553179E-1	1.301636E2	1.703093E2	1.615632E2
1.243333E1	-1.353799E-1	1.561632E-1	1.309224E2	1.667983E2	1.589506E2
1.246667E1	-1.409738E-1	1.576377E-1	1.318059E2	1.651213E2	1.674832E2
1.250000E1	-1.478433E-1	1.594745E-1	1.328325E2	1.669301E2	1.707478E2
1.253333E1	-1.571201E-1	1.613861E-1	1.342326E2	1.675244E2	-1.789589E2
1.256667E1	-1.670791E-1	1.637304E-1	1.355800E2	1.701259E2	-1.670853E2
1.260000E1	-1.793030E-1	1.652473E-1	1.373360E2	1.747873E2	-1.607483E2
1.263333E1	-1.936372E-1	1.661533E-1	1.393683E2	1.774779E2	-1.540898E2
1.266667E1	-2.089793E-1	1.665545E-1	1.414455E2	-1.790239E2	-1.441427E2
1.270000E1	-2.263132E-1	1.655965E-1	1.438065E2	-1.746116E2	-1.417529E2
1.273333E1	-2.452540E-1	1.631329E-1	1.463698E2	-1.713237E2	-1.214848E2
1.276667E1	-2.657696E-1	1.595756E-1	1.490182E2	-1.667462E2	-1.003463E2
1.280000E1	-2.857235E-1	1.536008E-1	1.517382E2	-1.616108E2	-9.217645E1
1.283333E1	-3.060713E-1	1.461775E-1	1.544712E2	-1.566858E2	-9.115246E1
1.286667E1	-3.266709E-1	1.359540E-1	1.574039E2	-1.514401E2	-7.814459E1
1.290000E1	-3.466455E-1	1.240925E-1	1.603036E2	-1.465203E2	-5.342992E1
1.293333E1	-3.657557E-1	1.101043E-1	1.632465E2	-1.405044E2	-3.563230E1
1.296667E1	-3.822128E-1	9.477771E-2	1.660732E2	-1.347071E2	-1.960324E1
1.300000E1	-3.967815E-1	7.875965E-2	1.687729E2	-1.309363E2	-2.539826E1
1.303333E1	-4.100383E-1	6.269619E-2	1.713066E2	-1.277900E2	-2.298333E1
1.306667E1	-4.227311E-1	4.529357E-2	1.738844E2	-1.243515E2	-3.072994E1
1.310000E1	-4.335822E-1	2.824875E-2	1.762723E2	-1.196584E2	-2.295149E1
1.313333E1	-4.432219E-1	9.308735E-3	1.787968E2	-1.148395E2	-2.916166E1
1.316667E1	-4.510408E-1	-9.466759E-3	-1.787976E2	-1.092846E2	-3.040370E1
1.320000E1	-4.569304E-1	-2.987038E-2	-1.762598E2	-1.035964E2	-4.414262E1
1.323333E1	-4.612512E-1	-5.168339E-2	-1.736067E2	-9.890610E1	-4.481714E1
1.326667E1	-4.640614E-1	-7.537645E-2	-1.707741E2	-9.459834E1	-4.412557E1
1.330000E1	-4.651651E-1	-1.003460E-1	-1.678266E2	-9.084002E1	-4.139555E1
1.333333E1	-4.648165E-1	-1.268774E-1	-1.647323E2	-8.727632E1	-2.659597E1
1.336667E1	-4.625705E-1	-1.548866E-1	-1.614874E2	-8.314657E1	-1.300085E1
1.340000E1	-4.581483E-1	-1.823590E-1	-1.582957E2	-7.818124E1	1.999841E0
1.343333E1	-4.508243E-1	-2.110205E-1	-1.549168E2	-7.380263E1	-3.676122E0
1.346667E1	-4.419415E-1	-2.381527E-1	-1.516807E2	-7.013533E1	1.143552E1
1.350000E1	-4.306418E-1	-2.668816E-1	-1.482123E2	-6.609574E1	2.805195E1
1.353333E1	-4.174892E-1	-2.933214E-1	-1.449087E2	-6.266414E1	5.232051E1
1.356667E1	-4.039068E-1	-3.186003E-1	-1.417337E2	-6.100650E1	4.856277E1
1.360000E1	-3.895711E-1	-3.437004E-1	-1.385795E2	-5.770689E1	6.245675E1
1.363333E1	-3.735793E-1	-3.665865E-1	-1.355413E2	-5.429470E1	7.643386E1
1.366667E1	-3.580218E-1	-3.875973E-1	-1.327285E2	-5.085244E1	8.707622E1
1.370000E1	-3.415963E-1	-4.058748E-1	-1.300850E2	-4.659374E1	8.961569E1
1.373333E1	-3.256161E-1	-4.218579E-1	-1.276632E2	-4.425289E1	7.747794E1
1.376667E1	-3.097880E-1	-4.368642E-1	-1.253411E2	-4.133981E1	2.619398E1
1.380000E1	-2.922962E-1	-4.511712E-1	-1.229376E2	-3.817579E1	1.992353E1
1.383333E1	-2.732542E-1	-4.655885E-1	-1.204087E2	-3.667542E1	5.013852E1
1.386667E1	-2.546086E-1	-4.792375E-1	-1.179808E2	-3.457693E1	5.854572E1
1.390000E1	-2.351720E-1	-4.918370E-1	-1.155548E2	-3.341009E1	8.563794E1
1.393333E1	-2.154705E-1	-5.050543E-1	-1.131045E2	-3.188554E1	1.046617E2
1.396667E1	-1.967546E-1	-5.157363E-1	-1.108820E2	-2.763551E1	9.068548E1
1.400000E1	-1.781334E-1	-5.246031E-1	-1.087553E2	-2.387844E1	8.940985E1
1.403333E1	-1.584568E-1	-5.326903E-1	-1.065659E2	-2.238844E1	1.169959E2
1.406667E1	-1.402321E-1	-5.402159E-1	-1.045520E2	-2.072448E1	1.204202E2
1.410000E1	-1.224358E-1	-5.463191E-1	-1.026319E2	-1.810319E1	9.086844E1
1.413333E1	-1.044207E-1	-5.519231E-1	-1.007134E2	-1.738437E1	1.261329E2
1.416667E1	-8.633696E-2	-5.576210E-1	-9.880127E1	-1.614354E1	1.393360E2
1.420000E1	-6.985093E-2	-5.619296E-1	-9.708583E1	-1.294732E1	1.448721E2
1.423333E1	-5.499755E-2	-5.648259E-1	-9.556140E1	-9.517947E0	1.527453E2
1.426667E1	-4.289214E-2	-5.664497E-1	-9.433023E1	-6.933540E0	1.619244E2
1.430000E1	-3.246390E-2	-5.675662E-1	-9.327366E1	-5.178298E0	1.679095E2
1.433333E1	-2.482814E-2	-5.680867E-1	-9.250251E1	-2.871744E0	1.708059E2
1.436667E1	-1.975066E-2	-5.682039E-1	-9.199079E1	-1.021381E0	1.739584E2
1.440000E1	-1.593154E-2	-5.682453E-1	-9.160595E1	7.303871E-1	1.766298E2
1.443333E1	-1.402393E-2	-5.681309E-1	-9.141402E1	5.139374E0	1.776263E2
1.446667E1	-1.333176E-2	-5.680115E-1	-9.134454E1	1.582967E1	-1.774549E2
1.450000E1	-1.313863E-2	-5.678799E-1	-9.132538E1	9.002375E1	-1.776067E2
1.453333E1	-1.333181E-2	-5.678761E-1	-9.134486E1	1.722352E2	1.669314E2
1.456667E1	-1.402669E-2	-5.677588E-1	-9.141523E1	1.633407E2	1.539362E2
1.460000E1	-1.532701E-2	-5.672790E-1	-9.154767E1	1.617346E2	-3.485853E1
1.463333E1	-1.578734E-2	-5.671777E-1	-9.159441E1	1.705744E2	-2.237663E1
1.466667E1	-1.662645E-2	-5.670633E-1	-9.167945E1	1.748266E2	-1.266977E1
1.470000E1	-1.645729E-2	-5.671171E-1	-9.166221E1	-2.022799E1	-1.335541E1
1.473333E1	-1.629822E-2	-5.671842E-1	-9.164596E1	-2.393320E1	-2.316103E1
1.476667E1	-1.594228E-2	-5.673456E-1	-9.160957E1	-2.189596E1	-2.937661E1
1.480000E1	-1.573891E-2	-5.674090E-1	-9.158887E1	-2.512405E1	-1.084873E1
1.483333E1	-1.522526E-2	-5.676819E-1	-9.153631E1	-1.836125E1	6.457867E1
1.486667E1	-1.436581E-2	-5.678648E-1	-9.144916E1	4.958470E0	1.474752E2
1.490000E1	-1.415267E-2	-5.675888E-1	-9.142836E1	8.951573E1	1.661555E2
1.493333E1	-1.436208E-2	-5.674239E-1	-9.144991E1	1.477989E2	-1.729686E2
1.496667E1	-1.480433E-2	-5.671784E-1	-9.149518E1	1.487524E2	1.335312E2
1.500000E1	-1.504014E-2	-5.670125E-1	-9.151943E1	1.404066E2	1.631679E2
1.503333E1	-1.572082E-2	-5.664204E-1	-9.158982E1	1.529708E2	-1.495334E2
1.506667E1	-1.673582E-2	-5.661474E-1	-9.169322E1	1.744613E2	-1.005113E2
1.510000E1	-1.752448E-2	-5.662455E-1	-9.177266E1	1.782824E2	1.678279E2
1.513333E1	-1.843497E-2	-5.660965E-1	-9.186518E1	1.699704E2	1.582493E2
1.516667E1	-2.019538E-2	-5.657731E-1	-9.204432E1	1.697763E2	1.392556E2
1.520000E1	-2.167964E-2	-5.655113E-1	-9.219544E1	1.627370E2	2.753655E1
1.523333E1	-2.335550E-2	-5.647911E-1	-9.236797E1	1.629082E2	-6.443967E1
1.526667E1	-2.476341E-2	-5.645631E-1	-9.251155E1	1.730055E2	-7.861078E1
1.530000E1	-2.619636E-2	-5.644426E-1	-9.265725E1	1.755115E2	-6.579355E1
1.533333E1	-2.772637E-2	-5.643305E-1	-9.281276E1	-1.797078E2	-1.081791E1
1.536667E1	-2.892471E-2	-5.644565E-1	-9.293347E1	-1.797092E2	-6.651362E0
1.540000E1	-2.987220E-2	-5.643414E-1	-9.303000E1	-1.780456E2	-1.321259E1
1.543333E1	-3.023101E-2	-5.645011E-1	-9.306546E1	-1.414670E2	-1.778717E1
1.546667E1	-3.043755E-2	-5.647916E-1	-9.308478E1	-1.249831E2	2.197833E1
1.550000E1	-3.051942E-2	-5.649132E-1	-9.309240E1	-2.665786E1	3.575292E1
1.553333E1	-3.025785E-2	-5.648818E-1	-9.306611E1	5.170371E0	5.010078E0
1.556667E1	-3.011965E-2	-5.648770E-1	-9.305216E1	-4.613504E0	-4.733346E0
1.560000E1	-2.958162E-2	-5.649364E-1	-9.299743E1	-2.385074E0	1.111419E1
1.563333E1	-2.881347E-2	-5.649314E-1	-9.291975E1	2.918042E0	9.317226E1
1.566667E1	-2.835904E-2	-5.648741E-1	-9.287408E1	4.261222E0	1.729568E2
1.570000E1	-2.767044E-2	-5.648463E-1	-9.280454E1	8.658217E0	1.791377E2
1.573333E1	-2.758660E-2	-5.647565E-1	-9.279650E1	4.656970E1	-1.786413E2
1.576667E1	-2.755020E-2	-5.647193E-1	-9.279300E1	1.679717E2	-1.703479E2
1.580000E1	-2.789724E-2	-5.646903E-1	-9.282827E1	1.747305E2	-1.361413E2
1.583333E1	-2.806513E-2	-5.646718E-1	-9.284535E1	-1.692147E2	-2.512832E1
1.586667E1	-2.825206E-2	-5.647579E-1	-9.286384E1	-1.567690E2	4.265778E1
1.590000E1	-2.834432E-2	-5.647916E-1	-9.287300E1	1.493659E2	5.941507E1
1.593333E1	-2.841188E-2	-5.646632E-1	-9.288049E1	1.196990E2	-2.159795E1
1.596667E1	-2.846411E-2	-5.645816E-1	-9.288620E1	-1.722820E1	-4.206920E1
1.600000E1	-2.828328E-2	-5.647031E-1	-9.286728E1	-2.149643E1	1.448244E2
1.603333E1	-2.825673E-2	-5.646633E-1	-9.286479E1	7.494890E1	1.444560E2
1.606667E1	-2.826586E-2	-5.646383E-1	-9.286584E1	-2.088731E1	1.666404E2
1.610000E1	-2.811763E-2	-5.647163E-1	-9.285044E1	1.049109E2	6.898286E1
1.613333E1	-2.827613E-2	-5.645997E-1	-9.286708E1	7.388203E1	5.491457E1
1.616667E1	-2.802278E-2	-5.643881E-1	-9.284249E1	4.155745E1	-2.075191E1
1.620000E1	-2.791781E-2	-5.642821E-1	-9.283239E1	4.737762E1	-1.382039E2
1.623333E1	-2.782952E-2	-5.641781E-1	-9.282397E1	4.252350E1	5.947412E1
1.626667E1	-2.775506E-2	-5.641328E-1	-9.281665E1	5.564062E1	9.747804E1
1.630000E1	-2.724906E-2	-5.633291E-1	-9.276932E1	7.986717E1	1.644621E2
1.633333E1	-2.749682E-2	-5.626879E-1	-9.279764E1	1.241259E2	-1.745108E2
1.636667E1	-2.793743E-2	-5.623134E-1	-9.284429E1	1.176329E2	-3.454969E1
1.640000E1	-2.814284E-2	-5.614539E-1	-9.286955E1	9.387919E1	-4.828712E1
1.643333E1	-2.799896E-2	-5.614058E-1	-9.285514E1	1.927389E1	-8.562865E1
1.646667E1	-2.793931E-2	-5.613828E-1	-9.284919E1	-9.629082E1	-1.370776E2
1.650000E1	-2.801977E-2	-5.615946E-1	-9.285630E1	-1.136476E2	-6.120457E1
1.653333E1	-2.806518E-2	-5.616702E-1	-9.286054E1	-7.364118E1	1.760325E1
1.656667E1	-2.794000E-2	-5.618663E-1	-9.284681E1	-5.674166E1	-5.856399E1
1.660000E1	-2.788343E-2	-5.619473E-1	-9.284065E1	-7.128800E1	1.716173E2
1.663333E1	-2.783377E-2	-5.621799E-1	-9.283442E1	-7.788568E1	-1.622310E2
1.666667E1	-2.781103E-2	-5.622846E-1	-9.283159E1	-8.596121E1	1.169394E2
1.670000E1	-2.781448E-2	-5.624532E-1	-9.283109E1	-9.187963E1	4.795485E1
1.673333E1	-2.781881E-2	-5.625218E-1	-9.283118E1	-3.594770E1	4.993993E1
1.676667E1	-2.768132E-2	-5.625497E-1	-9.281707E1	-9.974721E0	5.285011E1
1.680000E1	-2.760499E-2	-5.625594E-1	-9.280927E1	3.064262E1	6.636015E1
1.683333E1	-2.737496E-2	-5.623682E-1	-9.278684E1	3.378376E1	-1.352398E2
1.686667E1	-2.723285E-2	-5.623105E-1	-9.277268E1	-1.606104E1	-1.317757E2
1.690000E1	-2.726130E-2	-5.624010E-1	-9.277513E1	-9.455862E1	-1.083834E2
1.693333E1	-2.724566E-2	-5.624711E-1	-9.277319E1	-5.949084E1	-3.234586E1
1.696667E1	-2.716974E-2	-5.625563E-1	-9.276506E1	-4.800731E1	-5.512210E1
1.700000E1	-2.691649E-2	-5.628367E-1	-9.273796E1	-5.494434E1	-7.332488E1
