	masse_A
t	x	y	θr	θv	θa
1.020000E1	-9.762138E-2	-2.322300E-1	-1.128002E2	1.434244E2	2.530526E1
1.023333E1	-1.042283E-1	-2.268586E-1	-1.146760E2	1.416982E2	3.334547E1
1.026667E1	-1.109111E-1	-2.217338E-1	-1.165742E2	1.392182E2	4.818803E1
1.030000E1	-1.171867E-1	-2.156803E-1	-1.185168E2	1.354983E2	5.207380E1
1.033333E1	-1.230928E-1	-2.097621E-1	-1.204053E2	1.341996E2	3.377668E1
1.036667E1	-1.290844E-1	-2.034456E-1	-1.223948E2	1.315906E2	3.182930E0
1.040000E1	-1.344248E-1	-1.969944E-1	-1.243088E2	1.301302E2	-1.765648E1
1.043333E1	-1.395086E-1	-1.910797E-1	-1.261334E2	1.284367E2	-2.317916E1
1.046667E1	-1.439110E-1	-1.850415E-1	-1.278730E2	1.263881E2	3.546540E0
1.050000E1	-1.482406E-1	-1.792308E-1	-1.295939E2	1.258142E2	-2.711946E1
1.053333E1	-1.524930E-1	-1.731486E-1	-1.313706E2	1.253506E2	-4.555321E1
1.056667E1	-1.566325E-1	-1.674005E-1	-1.330967E2	1.256178E2	-4.149895E1
1.060000E1	-1.605545E-1	-1.618957E-1	-1.347617E2	1.242616E2	-2.446514E1
1.063333E1	-1.641416E-1	-1.563768E-1	-1.363878E2	1.215007E2	-3.012584E1
1.066667E1	-1.670705E-1	-1.512628E-1	-1.378428E2	1.206473E2	-2.710828E1
1.070000E1	-1.701508E-1	-1.462349E-1	-1.393228E2	1.195871E2	-6.946402E1
1.073333E1	-1.728460E-1	-1.410908E-1	-1.407759E2	1.199686E2	-5.651492E1
1.076667E1	-1.758473E-1	-1.363558E-1	-1.422092E2	1.206178E2	-5.751457E1
1.080000E1	-1.784939E-1	-1.315476E-1	-1.436103E2	1.188540E2	-3.744052E1
1.083333E1	-1.809524E-1	-1.270904E-1	-1.449180E2	1.186341E2	5.972500E-2
1.086667E1	-1.832931E-1	-1.227577E-1	-1.461884E2	1.156060E2	1.549961E1
1.090000E1	-1.853633E-1	-1.178866E-1	-1.475446E2	1.142919E2	-8.381253E0
1.093333E1	-1.874458E-1	-1.135568E-1	-1.487920E2	1.127431E2	8.985907E0
1.096667E1	-1.890637E-1	-1.090590E-1	-1.500221E2	1.095751E2	4.659343E1
1.100000E1	-1.907804E-1	-1.041793E-1	-1.513624E2	1.073978E2	5.579031E1
1.103333E1	-1.921195E-1	-9.930672E-2	-1.526655E2	1.040129E2	5.331974E1
1.106667E1	-1.933364E-1	-9.393775E-2	-1.540859E2	1.024047E2	4.062816E1
1.110000E1	-1.945004E-1	-8.848219E-2	-1.555382E2	9.945843E1	2.363257E1
1.113333E1	-1.951519E-1	-8.304027E-2	-1.569495E2	9.613049E1	-4.215689E0
1.116667E1	-1.957055E-1	-7.726213E-2	-1.584565E2	9.523479E1	-3.569925E1
1.120000E1	-1.961606E-1	-7.203054E-2	-1.598367E2	9.100466E1	-5.791780E1
1.123333E1	-1.958852E-1	-6.701679E-2	-1.611130E2	8.859542E1	-6.800037E1
1.126667E1	-1.959276E-1	-6.252788E-2	-1.623002E2	8.836365E1	-9.125046E1
1.130000E1	-1.956412E-1	-5.847583E-2	-1.633589E2	8.718011E1	-8.097692E1
1.133333E1	-1.955778E-1	-5.542709E-2	-1.641772E2	8.539498E1	-8.037428E1
1.136667E1	-1.951670E-1	-5.258857E-2	-1.649196E2	8.171204E1	-7.756809E1
1.140000E1	-1.947877E-1	-5.000323E-2	-1.656027E2	7.961873E1	-8.236552E1
1.143333E1	-1.943826E-1	-4.830678E-2	-1.660439E2	7.235265E1	-7.686299E1
1.146667E1	-1.937531E-1	-4.675112E-2	-1.664343E2	6.638746E1	-6.478406E1
1.150000E1	-1.931573E-1	-4.550392E-2	-1.667440E2	6.579176E1	1.095947E2
1.153333E1	-1.925435E-1	-4.406061E-2	-1.671107E2	6.990509E1	9.884838E1
1.156667E1	-1.920083E-1	-4.236342E-2	-1.675580E2	6.915711E1	-4.593877E1
1.160000E1	-1.914015E-1	-4.106109E-2	-1.678919E2	5.658297E1	-6.937622E1
1.163333E1	-1.903734E-1	-3.988551E-2	-1.681670E2	4.670270E1	-1.045979E2
1.166667E1	-1.896453E-1	-3.919728E-2	-1.683221E2	4.758789E1	-1.247661E2
1.170000E1	-1.891103E-1	-3.850277E-2	-1.684919E2	3.894901E1	-1.261102E2
1.173333E1	-1.888165E-1	-3.852735E-2	-1.684673E2	6.004862E-1	-1.180861E2
1.176667E1	-1.887111E-1	-3.849859E-2	-1.684694E2	-2.895971E1	-1.126252E2
1.180000E1	-1.885364E-1	-3.868239E-2	-1.684054E2	-4.591201E1	-7.485010E1
1.183333E1	-1.883781E-1	-3.884242E-2	-1.683492E2	-5.259390E1	-1.487241E2
1.186667E1	-1.881754E-1	-3.915443E-2	-1.682459E2	-8.337048E1	-1.552740E2
1.190000E1	-1.883091E-1	-3.943612E-2	-1.681719E2	-1.054404E2	1.799710E2
1.193333E1	-1.883481E-1	-3.977960E-2	-1.680742E2	-1.034013E2	1.308060E2
1.196667E1	-1.884579E-1	-4.006058E-2	-1.679992E2	-1.322597E2	1.307988E2
1.200000E1	-1.887177E-1	-4.018640E-2	-1.679787E2	-1.755825E2	-1.127330E2
1.203333E1	-1.891102E-1	-4.011098E-2	-1.680248E2	-1.279444E2	-5.939144E1
1.206667E1	-1.893827E-1	-4.103930E-2	-1.677730E2	-9.143328E1	-2.686633E1
1.210000E1	-1.891475E-1	-4.160149E-2	-1.675957E2	-7.032658E1	2.664298E1
1.213333E1	-1.889993E-1	-4.211165E-2	-1.674389E2	-8.331482E1	-1.233727E2
1.216667E1	-1.889899E-1	-4.294636E-2	-1.671974E2	-9.100642E1	-6.521360E1
1.220000E1	-1.890302E-1	-4.386994E-2	-1.669342E2	-8.133800E1	6.986648E1
1.223333E1	-1.887393E-1	-4.459076E-2	-1.667073E2	-8.109112E1	1.061286E2
1.226667E1	-1.888079E-1	-4.528802E-2	-1.665117E2	-9.024953E1	1.707845E2
1.230000E1	-1.887453E-1	-4.595802E-2	-1.663152E2	-1.012892E2	-1.231830E2
1.233333E1	-1.890705E-1	-4.660316E-2	-1.661534E2	-1.014822E2	-9.654336E1
1.236667E1	-1.890545E-1	-4.748000E-2	-1.659021E2	-9.451752E1	-1.105972E2
1.240000E1	-1.892303E-1	-4.862576E-2	-1.655887E2	-1.058724E2	1.765151E2
1.243333E1	-1.897303E-1	-4.985697E-2	-1.652768E2	-1.190615E2	1.523672E2
1.246667E1	-1.903510E-1	-5.064243E-2	-1.651017E2	-1.285438E2	1.593952E2
1.250000E1	-1.911580E-1	-5.164903E-2	-1.648803E2	-1.306083E2	-9.133412E1
1.253333E1	-1.920261E-1	-5.259626E-2	-1.646823E2	-1.182698E2	-7.569513E1
1.256667E1	-1.926393E-1	-5.440362E-2	-1.642297E2	-1.109200E2	-7.868254E1
1.260000E1	-1.933191E-1	-5.597889E-2	-1.638507E2	-1.091158E2	-1.696726E2
1.263333E1	-1.939343E-1	-5.813979E-2	-1.633117E2	-1.148985E2	-1.004549E2
1.266667E1	-1.950663E-1	-5.974296E-2	-1.629717E2	-1.120163E2	1.787249E2
1.270000E1	-1.956180E-1	-6.230387E-2	-1.623334E2	-1.101514E2	2.417677E1
1.273333E1	-1.966225E-1	-6.398370E-2	-1.619744E2	-1.162648E2	-1.507839E2
1.276667E1	-1.974348E-1	-6.598553E-2	-1.615196E2	-1.097792E2	-5.355315E1
1.280000E1	-1.982363E-1	-6.847136E-2	-1.609449E2	-9.658777E1	-4.990164E1
1.283333E1	-1.980716E-1	-7.149954E-2	-1.601515E2	-8.706736E1	-5.469969E1
1.286667E1	-1.979034E-1	-7.496837E-2	-1.592527E2	-8.645085E1	-8.620229E1
1.290000E1	-1.976208E-1	-7.876742E-2	-1.582688E2	-8.656425E1	-8.450339E1
1.293333E1	-1.974095E-1	-8.319623E-2	-1.571475E2	-8.647685E1	-7.991110E1
1.296667E1	-1.970622E-1	-8.784134E-2	-1.559749E2	-8.533841E1	-6.303288E1
1.300000E1	-1.966301E-1	-9.275427E-2	-1.547458E2	-8.398664E1	1.601097E1
1.303333E1	-1.959959E-1	-9.796349E-2	-1.534430E2	-8.226893E1	7.357060E1
1.306667E1	-1.953288E-1	-1.023397E-1	-1.523484E2	-7.930310E1	8.227524E1
1.310000E1	-1.944556E-1	-1.061175E-1	-1.513780E2	-7.658552E1	2.768875E1
1.313333E1	-1.936307E-1	-1.094598E-1	-1.505204E2	-7.328066E1	-3.729779E1
1.316667E1	-1.921899E-1	-1.136604E-1	-1.494001E2	-6.955218E1	-5.417841E1
1.320000E1	-1.904952E-1	-1.178694E-1	-1.482527E2	-6.835548E1	-5.481563E1
1.323333E1	-1.884597E-1	-1.230604E-1	-1.468563E2	-6.671862E1	-5.844281E1
1.326667E1	-1.858448E-1	-1.286771E-1	-1.453017E2	-6.539976E1	-4.760329E1
1.330000E1	-1.829421E-1	-1.351118E-1	-1.435523E2	-6.374276E1	-3.473476E1
1.333333E1	-1.794430E-1	-1.416545E-1	-1.417120E2	-6.065734E1	-2.660360E1
1.336667E1	-1.755052E-1	-1.483412E-1	-1.397947E2	-5.956992E1	-3.891947E1
1.340000E1	-1.713425E-1	-1.554448E-1	-1.377852E2	-5.783338E1	-2.794683E1
1.343333E1	-1.661232E-1	-1.632588E-1	-1.354982E2	-5.438885E1	-1.198902E1
1.346667E1	-1.602904E-1	-1.708759E-1	-1.331692E2	-5.244782E1	2.673223E1
1.350000E1	-1.543981E-1	-1.785104E-1	-1.308573E2	-4.984732E1	6.075139E1
1.353333E1	-1.478443E-1	-1.856286E-1	-1.285356E2	-4.750000E1	1.254693E2
1.356667E1	-1.417038E-1	-1.923638E-1	-1.263770E2	-4.944806E1	1.289595E2
1.360000E1	-1.366989E-1	-1.986542E-1	-1.245328E2	-4.782422E1	1.089924E2
1.363333E1	-1.314280E-1	-2.037061E-1	-1.228295E2	-4.526671E1	3.087871E1
1.366667E1	-1.259598E-1	-2.094938E-1	-1.210167E2	-4.530728E1	-1.138003E1
1.370000E1	-1.202928E-1	-2.149614E-1	-1.192314E2	-4.066383E1	-9.768902E0
1.373333E1	-1.130403E-1	-2.205921E-1	-1.171324E2	-3.674747E1	-1.402705E1
1.376667E1	-1.041338E-1	-2.270267E-1	-1.146402E2	-3.504614E1	1.985923E-1
1.380000E1	-9.517849E-2	-2.331206E-1	-1.122092E2	-3.293443E1	8.446764E1
1.383333E1	-8.578284E-2	-2.389142E-1	-1.097508E2	-3.007063E1	1.027962E2
1.386667E1	-7.692148E-2	-2.436913E-1	-1.075184E2	-2.832780E1	9.386912E1
1.390000E1	-6.812105E-2	-2.484351E-1	-1.053337E2	-2.719590E1	-1.160151E1
1.393333E1	-5.877821E-2	-2.530140E-1	-1.030785E2	-2.721032E1	9.668931E0
1.396667E1	-4.948199E-2	-2.580185E-1	-1.008562E2	-2.518388E1	1.899762E1
1.400000E1	-3.907351E-2	-2.622796E-1	-9.847341E1	-2.097157E1	4.939745E1
1.403333E1	-2.773827E-2	-2.663528E-1	-9.594541E1	-1.791977E1	1.142342E2
1.406667E1	-1.712698E-2	-2.693765E-1	-9.363797E1	-1.445280E1	1.316100E2
1.410000E1	-7.526988E-3	-2.715620E-1	-9.158768E1	-1.182904E1	1.573368E2
1.413333E1	1.927317E-3	-2.733672E-1	-8.959605E1	-1.244598E1	1.651958E2
1.416667E1	9.693691E-3	-2.753627E-1	-8.798383E1	-1.222099E1	1.451867E2
1.420000E1	1.716640E-2	-2.766678E-1	-8.644952E1	-6.301279E0	1.226065E2
1.423333E1	2.408327E-2	-2.769517E-1	-8.503015E1	-2.059784E0	1.487921E2
1.426667E1	3.065311E-2	-2.771529E-1	-8.368874E1	-7.736043E-1	1.676554E2
1.430000E1	3.601053E-2	-2.771127E-1	-8.259596E1	1.143843E0	1.781328E2
1.433333E1	4.093101E-2	-2.769477E-1	-8.159293E1	-7.352362E-2	-1.744662E2
1.436667E1	4.505040E-2	-2.771243E-1	-8.076655E1	-2.683600E0	-1.696461E2
1.440000E1	4.734879E-2	-2.772485E-1	-8.030847E1	-8.899909E0	-1.701579E2
1.443333E1	4.938471E-2	-2.778031E-1	-7.991990E1	-1.916779E1	-1.796134E2
1.446667E1	5.043201E-2	-2.783202E-1	-7.972937E1	-3.000040E1	1.658554E2
1.450000E1	5.055906E-2	-2.784811E-1	-7.970986E1	-5.417017E1	1.555064E2
1.453333E1	5.063724E-2	-2.786045E-1	-7.969876E1	-1.112713E2	1.349690E2
1.456667E1	5.051429E-2	-2.785961E-1	-7.972294E1	1.598147E2	1.097632E2
1.460000E1	5.045795E-2	-2.785386E-1	-7.973208E1	1.152369E2	1.485954E2
1.463333E1	5.032935E-2	-2.782037E-1	-7.974563E1	1.435829E2	-1.662062E2
1.466667E1	4.988370E-2	-2.781149E-1	-7.983135E1	1.549086E2	-3.103592E1
1.470000E1	4.983385E-2	-2.779717E-1	-7.983617E1	1.072921E2	4.539482E-1
1.473333E1	4.979774E-2	-2.778388E-1	-7.983863E1	4.360335E1	-5.259940E0
1.476667E1	5.007814E-2	-2.777391E-1	-7.977902E1	2.769401E1	-3.133318E1
1.480000E1	5.022923E-2	-2.776123E-1	-7.974426E1	2.146033E1	4.301563E0
1.483333E1	5.043296E-2	-2.775996E-1	-7.970308E1	1.543054E1	3.489596E1
1.486667E1	5.090191E-2	-2.774267E-1	-7.960308E1	2.788216E1	1.376861E2
1.490000E1	5.114801E-2	-2.772213E-1	-7.954635E1	4.840125E1	-1.798885E2
1.493333E1	5.125192E-2	-2.770324E-1	-7.951860E1	1.179482E2	-1.744866E2
1.496667E1	5.095256E-2	-2.768529E-1	-7.957186E1	1.492727E2	-1.291377E2
1.500000E1	5.070876E-2	-2.767096E-1	-7.961542E1	-1.788184E2	-1.183782E2
1.503333E1	5.049213E-2	-2.768624E-1	-7.966440E1	-1.694396E2	-1.636115E2
1.506667E1	5.001487E-2	-2.768389E-1	-7.975917E1	-1.757877E2	1.651048E2
1.510000E1	4.934739E-2	-2.769467E-1	-7.989686E1	-1.788114E2	-1.797609E2
1.513333E1	4.860308E-2	-2.768682E-1	-8.004341E1	1.797158E2	3.962543E1
1.516667E1	4.784481E-2	-2.769392E-1	-8.019817E1	1.775899E2	-9.599548E0
1.520000E1	4.737248E-2	-2.768164E-1	-8.028886E1	1.767036E2	-1.304040E2
1.523333E1	4.671867E-2	-2.768744E-1	-8.042236E1	-1.748660E2	-1.632048E2
1.526667E1	4.597727E-2	-2.769418E-1	-8.057385E1	1.799994E2	1.042840E2
1.530000E1	4.534962E-2	-2.768744E-1	-8.069804E1	1.793674E2	6.873023E1
1.533333E1	4.462037E-2	-2.769268E-1	-8.084678E1	-1.797169E2	-9.463239E0
1.536667E1	4.395040E-2	-2.768813E-1	-8.098048E1	1.791842E2	-7.388561E-1
1.540000E1	4.358883E-2	-2.769121E-1	-8.105445E1	-1.754478E2	-1.014479E1
1.543333E1	4.328927E-2	-2.769339E-1	-8.111564E1	-1.647117E2	-7.642562E0
1.546667E1	4.323549E-2	-2.770087E-1	-8.112885E1	-1.288200E2	1.091017E1
1.550000E1	4.317935E-2	-2.770705E-1	-8.114214E1	9.620281E-1	3.211953E1
1.553333E1	4.335916E-2	-2.770066E-1	-8.110382E1	2.018059E1	2.421899E1
1.556667E1	4.348222E-2	-2.769592E-1	-8.107747E1	1.657890E1	-6.762473E1
1.560000E1	4.368147E-2	-2.769107E-1	-8.103571E1	1.445887E1	1.860484E1
1.563333E1	4.383210E-2	-2.768690E-1	-8.100396E1	1.770383E1	2.770598E1
1.566667E1	4.412849E-2	-2.767680E-1	-8.094089E1	1.914854E1	1.773375E2
1.570000E1	4.440613E-2	-2.766697E-1	-8.088166E1	4.526261E1	-1.733085E2
1.573333E1	4.428166E-2	-2.766134E-1	-8.090497E1	1.525796E2	-1.641481E2
1.576667E1	4.419463E-2	-2.765599E-1	-8.092083E1	1.756107E2	-1.228025E2
1.580000E1	4.399233E-2	-2.765912E-1	-8.096270E1	-1.716656E2	-1.149188E2
1.583333E1	4.384948E-2	-2.766105E-1	-8.099218E1	-1.641540E2	-4.395556E1
1.586667E1	4.367821E-2	-2.766803E-1	-8.102902E1	-1.589131E2	-1.524431E1
1.590000E1	4.353660E-2	-2.767311E-1	-8.105925E1	-1.587559E2	2.042855E1
1.593333E1	4.343444E-2	-2.767751E-1	-8.108129E1	-1.575161E2	2.734090E1
1.596667E1	4.334245E-2	-2.768115E-1	-8.110103E1	-1.606832E2	4.079945E1
1.600000E1	4.323968E-2	-2.768434E-1	-8.112280E1	1.701938E2	3.784696E1
1.603333E1	4.325159E-2	-2.767958E-1	-8.111889E1	8.286112E1	4.444842E-1
1.606667E1	4.325053E-2	-2.767567E-1	-8.111787E1	6.219465E0	-3.605488E1
1.610000E1	4.337223E-2	-2.767827E-1	-8.109409E1	-1.205389E1	3.393749E1
1.613333E1	4.345802E-2	-2.768010E-1	-8.107734E1	2.856858E1	5.758861E1
1.616667E1	4.377846E-2	-2.765615E-1	-8.100497E1	3.936957E1	1.116375E2
1.620000E1	4.402386E-2	-2.763367E-1	-8.094814E1	6.958100E1	1.328492E2
1.623333E1	4.399801E-2	-2.759717E-1	-8.094160E1	8.206302E1	8.057573E1
1.626667E1	4.414485E-2	-2.754689E-1	-8.089556E1	7.091405E1	7.391194E1
1.630000E1	4.437584E-2	-2.748797E-1	-8.082945E1	7.846376E1	1.494468E2
1.633333E1	4.438622E-2	-2.742864E-1	-8.080783E1	9.258889E1	-1.600266E2
1.636667E1	4.431768E-2	-2.735935E-1	-8.079894E1	1.056751E2	-5.120213E1
1.640000E1	4.409109E-2	-2.732347E-1	-8.083337E1	8.664643E1	-3.576040E1
1.643333E1	4.436949E-2	-2.727094E-1	-8.075902E1	5.438507E1	-3.447323E1
1.646667E1	4.461292E-2	-2.725062E-1	-8.070239E1	1.889441E1	-7.424717E1
1.650000E1	4.509509E-2	-2.724610E-1	-8.060216E1	5.756634E0	-1.083872E2
1.653333E1	4.541454E-2	-2.724254E-1	-8.053557E1	-6.956880E-1	-1.584188E2
1.656667E1	4.565612E-2	-2.724678E-1	-8.048760E1	-8.578760E0	-1.611371E2
1.660000E1	4.589016E-2	-2.724972E-1	-8.044074E1	-7.802290E1	-1.662463E2
1.663333E1	4.569383E-2	-2.726456E-1	-8.048598E1	-1.401041E2	-1.649642E2
1.666667E1	4.556026E-2	-2.727730E-1	-8.051763E1	-1.435164E2	-1.581621E2
1.670000E1	4.529929E-2	-2.729374E-1	-8.057655E1	-1.452071E2	-1.373911E1
1.673333E1	4.509580E-2	-2.730957E-1	-8.062346E1	-6.925066E1	-2.698615E1
1.676667E1	4.545718E-2	-2.733541E-1	-8.055845E1	-5.622322E1	-1.764242E1
1.680000E1	4.556796E-2	-2.738016E-1	-8.055104E1	-6.830553E1	1.280756E2
1.683333E1	4.568532E-2	-2.739276E-1	-8.053143E1	-4.513144E1	1.287566E2
1.686667E1	4.579496E-2	-2.740297E-1	-8.051259E1	-9.572843E1	-1.754787E2
1.690000E1	4.566016E-2	-2.741784E-1	-8.054504E1	-1.302383E2	-1.136238E2
1.693333E1	4.555947E-2	-2.743079E-1	-8.056990E1	-9.992010E1	-3.408591E1
1.696667E1	4.559528E-2	-2.745494E-1	-8.057077E1	-5.918701E1	-3.908086E1
1.700000E1	4.600689E-2	-2.750581E-1	-8.050447E1	-5.653110E1	1.749552E2
